permx,permy,diff_Hx,diff_Hy,diff_Dx,diff_Dy,sol_Hx,sol_Hy,sol_Dx,sol_Dy
0.0011462648015833081,7.759599762157752e-11,0.001142303135253372,9.784110006931896e-9,0.0011395142180094786,7.780280605867744e-9,0.0011391489361702127,1.4337999127371774e-7,0.0011442553191489358,2.5609255117533026e-7
0.0012945590553822411,5.4358254923521085e-11,0.001483029529711994,4.315897183481789e-9,0.0012896099161502003,6.186844410289253e-9,0.0012872340425531914,1.5932725590173005e-7,0.0012897872340425533,2.845761327865148e-7
0.0014860454194760321,2.9994296275378646e-11,0.0017427952971199414,3.010738150681111e-9,0.001482961173897193,5.083480212970915e-9,0.0014838297872340428,1.1921636558879346e-7,0.0014863829787234043,2.1293363832894453e-7
0.0017422662775485557,1.0262921507121694e-11,0.0012896099161502003,6.186844410289253e-9,0.0017426722566532993,4.04236077510051e-9,0.0017442553191489363,6.167033902006243e-8,0.0017468085106382978,2.2446314218462963e-7
