diffusivityX,diffusivityY,solubilityX,solubilityY
0.0009294354838709678,6.624856424699206e-8,0.0009294354838709678,0.0087844468855268
0.0010201612903225808,4.864730921522755e-8,0.0010201612903225805,0.00791470140615787
0.0011387096774193549,3.5337457088386615e-8,0.0011399193548387097,0.007140422485275504
0.0012887096774193548,2.3923434575158725e-8,0.0012899193548387097,0.006110501430347684
