permx,permy,solx,soly,diffx,diffy
0.0012190954773869348,2.821950883690155e-11,0.0011643979057591619,0.05326851480166387,0.0011614583333333334,5.606311811730923e-10
0.0012894472361809047,1.7012542798525928e-11,0.0012376963350785339,0.05114739617237628,0.001234375,3.1430732130353534e-10
0.0013668341708542714,7.963406789959581e-12,0.00132565445026178,0.044366873309786135,0.001321875,1.816599788375336e-10
0.0014582914572864323,3.727593720314953e-12,0.0014246073298429312,0.02837534669175083,0.0014203125000000001,1.2226484096866241e-10
0.0015708542713567838,1.3547779883625879e-12,0.0015455497382198947,0.02724545830074793,0.0015442708333333333,4.903161412303274e-11
