permx,permy,solx,soly,diffx,diffy
0.0006879396984924623,3.162277660168379e-13,0.0005999999999999998,0.0013471370006941873,0.0005927083333333332,2.3178181806008948e-10
0.0007266331658291456,1.9064252445133684e-13,0.0006366492146596854,0.0010994524986084426,0.0006364583333333333,2.3178181806008948e-10
0.0007618090452261306,1.2243683313417998e-13,0.0006806282722513087,0.0005738832239489992,0.0006802083333333332,1.9306977288832537e-10
0.0008110552763819095,6.504094059042175e-14,0.0007246073298429316,0.0007943282347242829,0.0007239583333333333,8.228940371319596e-11
0.0008638190954773869,3.680730889867662e-14,0.000783246073298429,0.0007943282347242829,0.0007822916666666665,4.4750062972504624e-11
